Small_up_width,Small_depth,Small_scallps_length,Small_scallps_height,Small_angle,Large_up_width,Large_depth,Large_scallps_length,Large_scallps_height,Large_angle
11.63,99.52,1.183,0.1899,89.90788467821866,51.41,138.7,1.429,0.2456,89.136704274716
10.55,97.05,0.9379,0.1786,89.81108106130925,51.41,138.7,1.429,0.2456,89.136704274716
10.01,96.68,0.7369,0.134,89.66279559228875,51.41,138.7,1.429,0.2456,89.136704274716
8.468,90.75,0.8485,0.1786,89.91097852991102,51.41,138.7,1.429,0.2456,89.136704274716
7.416,86.56,1.083,0.1675,89.90600747005085,51.41,138.7,1.429,0.2456,89.136704274716
6.634,82.85,0.8485,0.1898,90.0,51.41,138.7,1.429,0.2456,89.136704274716
5.363,77.48,0.7257,0.1563,89.79146439755704,51.41,138.7,1.429,0.2456,89.136704274716
4.799,72.22,0.642,0.1061,89.81435661189488,51.41,138.7,1.429,0.2456,89.136704274716
3.167,64.54,0.6085,0.1228,89.80646990343875,51.41,138.7,1.429,0.2456,89.136704274716
40.75,139.5,1.507,0.2903,89.69196114260014,51.41,144.9,1.407,0.2233,89.45829621063184
31.89,131.9,1.317,0.3238,89.80886998124451,51.41,144.9,1.407,0.2233,89.45829621063184
21.15,122.7,1.094,0.2456,90.0,51.41,144.9,1.407,0.2233,89.45829621063184
19.28,119.1,1.139,0.2456,90.0,51.41,144.9,1.407,0.2233,89.45829621063184
17.13,116.5,1.183,0.2791,89.90163824338885,51.41,144.9,1.407,0.2233,89.45829621063184
15.29,112.3,1.273,0.1786,89.88775551765328,51.41,144.9,1.407,0.2233,89.45829621063184
13.24,108.5,1.105,0.2121,89.91022788436241,51.41,144.9,1.407,0.2233,89.45829621063184
11.3,103.4,1.061,0.2456,89.88917658015421,51.41,144.9,1.407,0.2233,89.45829621063184
10.11,100.6,0.9155,0.1675,89.79895301034891,51.41,144.9,1.407,0.2233,89.45829621063184
9.433,97.69,0.8597,0.1675,90.0,51.41,144.9,1.407,0.2233,89.45829621063184
7.97,93.83,0.8932,0.201,90.0,51.41,144.9,1.407,0.2233,89.45829621063184
7.21,89.83,0.8709,0.1675,90.0,51.41,144.9,1.407,0.2233,89.45829621063184
6.527,85.3,0.815,0.1116,89.89790211878005,51.41,144.9,1.407,0.2233,89.45829621063184
5.511,79.79,0.7481,0.1507,89.71779597364372,51.41,144.9,1.407,0.2233,89.45829621063184
3.798,70.61,0.7536,0.1172,90.0,51.41,144.9,1.407,0.2233,89.45829621063184
3.836,69.74,0.6252,0.1228,89.90469881998538,51.41,144.9,1.407,0.2233,89.45829621063184
41.61,136.4,1.206,0.268,90.0,51.54,140.7,1.429,0.3126,89.69866037023625
31.44,128.7,1.217,0.1898,89.90205859195547,51.54,140.7,1.429,0.3126,89.69866037023625
21.61,118.7,1.228,0.1675,89.68625202665834,51.54,140.7,1.429,0.3126,89.69866037023625
19.49,116.1,1.116,0.2121,89.70883532371026,51.54,140.7,1.429,0.3126,89.69866037023625
17.42,113.6,1.105,0.2568,89.7881679775489,51.54,140.7,1.429,0.3126,89.69866037023625
15.35,109.6,1.116,0.1786,89.90067347443322,51.54,140.7,1.429,0.3126,89.69866037023625
13.22,105.7,1.072,0.2233,89.69102859268258,51.54,140.7,1.429,0.3126,89.69866037023625
11.5,101.3,0.8262,0.1898,89.4344134406008,51.54,140.7,1.429,0.3126,89.69866037023625
10.14,98.36,0.882,0.134,90.0,51.54,140.7,1.429,0.3126,89.69866037023625
9.001,91.17,1.139,0.201,89.68577818858743,51.54,140.7,1.429,0.3126,89.69866037023625
8.489,91.42,0.8932,0.134,89.69290458195348,51.54,140.7,1.429,0.3126,89.69866037023625
7.503,87.83,0.7927,0.134,89.71231667506896,51.54,140.7,1.429,0.3126,89.69866037023625
6.703,83.71,0.7704,0.134,89.60918190525848,51.54,140.7,1.429,0.3126,89.69866037023625
5.606,78.36,0.6252,0.1228,89.63587399110416,51.54,140.7,1.429,0.3126,89.69866037023625
4.36,72.13,0.6532,0.1116,89.90150187632528,51.54,140.7,1.429,0.3126,89.69866037023625
3.452,64.17,0.6085,0.1284,89.54732186715499,51.54,140.7,1.429,0.3126,89.69866037023625
41.61,136.0,1.351,0.3015,89.80199331495294,52.02,141.8,1.518,0.3349,89.6565526849064
31.78,130.0,1.306,0.2903,89.70911623395325,52.02,141.8,1.518,0.3349,89.6565526849064
21.55,119.5,1.217,0.2121,89.82259940856699,52.02,141.8,1.518,0.3349,89.6565526849064
19.24,117.2,1.016,0.2791,89.8924483217772,52.02,141.8,1.518,0.3349,89.6565526849064
17.81,114.2,1.239,0.2233,89.68392316179393,52.02,141.8,1.518,0.3349,89.6565526849064
15.29,110.2,1.128,0.268,90.0,52.02,141.8,1.518,0.3349,89.6565526849064
13.22,106.3,1.072,0.2233,90.0,52.02,141.8,1.518,0.3349,89.6565526849064
11.18,101.5,1.038,0.1898,90.0,52.02,141.8,1.518,0.3349,89.6565526849064
10.43,98.83,0.9379,0.1116,89.79129424874252,52.02,141.8,1.518,0.3349,89.6565526849064
8.758,94.99,0.9267,0.1675,89.89866637622991,52.02,141.8,1.518,0.3349,89.6565526849064
8.129,92.79,0.815,0.1451,89.90552595839108,52.02,141.8,1.518,0.3349,89.6565526849064
6.774,88.77,0.7799,0.127,89.81734087337863,52.02,141.8,1.518,0.3349,89.6565526849064
6.228,83.94,0.7704,0.1005,89.90716917803877,52.02,141.8,1.518,0.3349,89.6565526849064
5.233,78.8,0.8095,0.1061,90.0,52.02,141.8,1.518,0.3349,89.6565526849064
4.206,72.5,0.6755,0.1172,89.90279483974265,52.02,141.8,1.518,0.3349,89.6565526849064
3.249,64.58,0.6364,0.1005,89.91039224198353,52.02,141.8,1.518,0.3349,89.6565526849064
41.84,135.8,1.463,0.2791,89.60762708424369,51.87,141.0,1.373,0.3015,89.63022386198293
31.34,130.6,1.228,0.2233,90.0,51.87,141.0,1.373,0.3015,89.63022386198293
22.03,119.6,1.295,0.2233,89.90897835326491,51.87,141.0,1.373,0.3015,89.63022386198293
19.68,117.5,1.217,0.1898,90.0,51.87,141.0,1.373,0.3015,89.63022386198293
17.56,114.1,1.25,0.2345,89.90459081467704,51.87,141.0,1.373,0.3015,89.63022386198293
15.86,110.3,1.15,0.201,89.7039138385575,51.87,141.0,1.373,0.3015,89.63022386198293
13.13,106.0,1.105,0.1675,90.0,51.87,141.0,1.373,0.3015,89.63022386198293
11.94,102.5,1.016,0.1563,89.41308815362024,51.87,141.0,1.373,0.3015,89.63022386198293
10.32,99.08,0.9267,0.2121,90.0,51.87,141.0,1.373,0.3015,89.63022386198293
9.593,95.77,0.8597,0.1563,89.80855611139211,51.87,141.0,1.373,0.3015,89.63022386198293
8.154,92.25,0.9044,0.134,89.80125120969566,51.87,141.0,1.373,0.3015,89.63022386198293
7.515,88.96,0.9044,0.1451,89.70373399641932,51.87,141.0,1.373,0.3015,89.63022386198293
6.474,85.04,0.8039,0.1563,89.9002849622925,51.87,141.0,1.373,0.3015,89.63022386198293
5.363,79.46,0.7436,0.09976,90.0,51.87,141.0,1.373,0.3015,89.63022386198293
3.896,72.6,0.6755,0.1005,89.79480938034057,51.87,141.0,1.373,0.3015,89.63022386198293
3.026,64.2,0.8541,0.1675,89.80722988040878,51.87,141.0,1.373,0.3015,89.63022386198293
